task id resource request_start request_end request_duration start end time downloaded executed uploaded type
mProject 1198 lambda-2048 66 127925 127859 1615279378941 1615279406563 27622 3357 23963 302 lambda-2048
mProject 1209 lambda-2048 69 128280 128211 1615279379051 1615279406802 27751 2770 24771 210 lambda-2048
mProject 1210 lambda-2048 69 130123 130054 1615279379983 1615279408566 28583 3710 24663 210 lambda-2048
mProject 1211 lambda-2048 70 131526 131456 1615279381047 1615279410150 29103 3350 25576 177 lambda-2048
mDiffFit 156 lambda-2048 13561 131990 118429 1615279392425 1615279410628 18203 14683 3464 56 lambda-2048
mProject 1212 lambda-2048 70 132881 132811 1615279381904 1615279411519 29615 3268 26120 227 lambda-2048
mDiffFit 144 lambda-2048 14167 133298 119131 1615279393013 1615279411739 18726 15961 2712 53 lambda-2048
mProject 1214 lambda-2048 70 135140 135070 1615279385087 1615279413657 28570 3453 24865 252 lambda-2048
mProject 1215 lambda-2048 71 136374 136303 1615279385544 1615279414872 29328 2709 26331 288 lambda-2048
mProject 1213 lambda-2048 70 136622 136552 1615279384713 1615279415261 30548 3376 26967 205 lambda-2048
mProject 1230 lambda-2048 198 139545 139347 1615279389196 1615279418019 28823 2318 26340 165 lambda-2048
mProject 1221 lambda-2048 72 139547 139475 1615279388505 1615279418038 29533 2866 26481 186 lambda-2048
mProject 1216 lambda-2048 71 139548 139477 1615279387744 1615279418105 30361 2895 27287 179 lambda-2048
mProject 1228 lambda-2048 197 139549 139352 1615279388748 1615279418143 29395 1625 25206 2564 lambda-2048
mProject 1222 lambda-2048 73 139561 139488 1615279388555 1615279418194 29639 2522 26949 168 lambda-2048
mProject 1219 lambda-2048 72 139672 139600 1615279388361 1615279418311 29950 2588 27120 242 lambda-2048
mProject 1237 lambda-2048 200 139761 139561 1615279389537 1615279418398 28861 1741 26904 216 lambda-2048
mProject 1223 lambda-2048 73 139801 139728 1615279388602 1615279418433 29831 3190 26456 185 lambda-2048
mProject 1220 lambda-2048 72 139858 139786 1615279388415 1615279418495 30080 2646 27239 195 lambda-2048
mProject 1224 lambda-2048 79 139879 139800 1615279388626 1615279418517 29891 3337 26345 209 lambda-2048
mProject 1235 lambda-2048 199 139963 139764 1615279389314 1615279418600 29286 2036 27011 239 lambda-2048
mProject 1229 lambda-2048 197 140044 139847 1615279388805 1615279418680 29875 2171 27532 172 lambda-2048
mProject 1226 lambda-2048 80 140206 140126 1615279388682 1615279418836 30154 2648 27272 234 lambda-2048
mProject 1218 lambda-2048 72 140215 140143 1615279388367 1615279418847 30480 2848 27445 187 lambda-2048
mProject 1236 lambda-2048 200 140355 140155 1615279389474 1615279418993 29519 1902 27420 197 lambda-2048
mProject 1227 lambda-2048 80 140485 140405 1615279388725 1615279419125 30400 2545 27649 206 lambda-2048
mProject 1233 lambda-2048 199 140592 140393 1615279389186 1615279419229 30043 2715 27104 224 lambda-2048
mDiffFit 157 lambda-2048 14473 140597 126124 1615279393349 1615279419235 25886 22562 3258 66 lambda-2048
mProject 1217 lambda-2048 71 140621 140550 1615279387745 1615279419254 31509 2475 26215 2819 lambda-2048
mDiffFit 158 lambda-2048 14679 140653 125974 1615279393528 1615279419288 25760 25497 209 54 lambda-2048
mProject 1232 lambda-2048 198 140758 140560 1615279389182 1615279419395 30213 2334 27633 246 lambda-2048
mProject 1238 lambda-2048 200 140815 140615 1615279389904 1615279419452 29548 1690 27688 170 lambda-2048
mProject 1234 lambda-2048 199 140895 140696 1615279389184 1615279419531 30347 2799 27265 283 lambda-2048
mProject 1231 lambda-2048 198 140921 140723 1615279389189 1615279419543 30354 2882 27261 211 lambda-2048
mDiffFit 181 lambda-2048 14963 142310 127347 1615279393811 1615279420781 26970 26711 221 38 lambda-2048
mProject 1225 lambda-2048 80 142866 142786 1615279388661 1615279421422 32761 2793 26735 3233 lambda-2048
mDiffFit 178 lambda-2048 14680 143012 128332 1615279393541 1615279421650 28109 25588 2468 53 lambda-2048
mDiffFit 160 lambda-2048 14960 144005 129045 1615279393804 1615279422643 28839 26635 2144 60 lambda-2048
mDiffFit 195 lambda-2048 14737 144460 129723 1615279393588 1615279422919 29331 27266 2016 49 lambda-2048
mDiffFit 216 lambda-2048 14852 145280 130428 1615279393705 1615279423725 30020 27352 2611 57 lambda-2048
mDiffFit 194 lambda-2048 14966 152610 137644 1615279397677 1615279431125 33448 30315 3083 50 lambda-2048
mDiffFit 122 lambda-2048 14989 154037 139048 1615279401367 1615279432650 31283 28849 2374 60 lambda-2048
mDiffFit 90 lambda-2048 15018 157773 142755 1615279402978 1615279436209 33231 30540 2635 56 lambda-2048
mDiffFit 91 lambda-2048 15053 160640 145587 1615279403826 1615279439172 35346 32555 2730 61 lambda-2048
mDiffFit 182 lambda-2048 15069 160794 145725 1615279406990 1615279439431 32441 32143 229 69 lambda-2048
mDiffFit 161 lambda-2048 15065 161971 146906 1615279406640 1615279440418 33778 31671 2036 71 lambda-2048
mDiffFit 171 lambda-2048 15055 162790 147735 1615279406526 1615279441226 34700 31841 2802 57 lambda-2048
mDiffFit 126 lambda-2048 15054 163303 148249 1615279406423 1615279441823 35400 32710 2630 60 lambda-2048
mDiffFit 293 lambda-2048 14965 163819 148854 1615279397011 1615279442274 45263 30865 14340 58 lambda-2048
mDiffFit 276 lambda-2048 15070 165760 150690 1615279410249 1615279444222 33973 30466 3454 53 lambda-2048
mDiffFit 180 lambda-2048 15072 166477 151405 1615279410726 1615279445001 34275 31729 2444 102 lambda-2048
mDiffFit 218 lambda-2048 15069 166478 151409 1615279408836 1615279445102 36266 33286 2913 67 lambda-2048
mDiffFit 146 lambda-2048 15072 166896 151824 1615279411597 1615279445448 33851 31369 2422 60 lambda-2048
mDiffFit 257 lambda-2048 15073 167112 152039 1615279413861 1615279445750 31889 29609 2223 57 lambda-2048
mDiffFit 215 lambda-2048 15073 167179 152106 1615279412020 1615279445816 33796 30723 3013 60 lambda-2048
mDiffFit 123 lambda-2048 14990 169588 154598 1615279402904 1615279448116 45212 29780 15358 74 lambda-2048
mDiffFit 203 lambda-2048 15053 171802 156749 1615279403822 1615279450437 46615 30827 15738 50 lambda-2048
mDiffFit 133 lambda-2048 15121 171832 156711 1615279415337 1615279450469 35132 31392 3689 51 lambda-2048
mDiffFit 172 lambda-2048 15291 171976 156685 1615279419636 1615279450614 30978 28967 1889 122 lambda-2048
mDiffFit 137 lambda-2048 15128 172313 157185 1615279419072 1615279450830 31758 31474 230 54 lambda-2048
